SYMBOL;GENENAME;GSM2696758;GSM2696759;GSM2696760;GSM2696761;GSM2696762;GSM2696763;GSM2696764;GSM2696765;GSM2696766;GSM2696767;GSM2696768;GSM2696769;GSM2696770
GPATCH2;G-patch domain containing 2;6.19266206122666;6.44945648493482;6.42939637508199;5.88200039838518;6.06116878437714;5.91102782074277;6.30504814507833;6.87965573883403;6.74669302911689;6.33071588355699;5.81802950203749;6.2919059712378;6.3372576953076
NUP50;nucleoporin 50;4.35103266125807;4.43792228957707;4.0421950583203;4.50136755352692;4.3452441944426;4.50136755352692;4.73269300436821;4.90904662922341;4.79601701443842;4.44941048608726;4.72314066325071;4.86283726192053;4.81278906095085
CDC45;cell division cycle 45;3.92162427276785;3.96438076440316;4.02710653518565;3.95025709159995;3.92162427276785;3.70612874444196;3.73736948071329;3.79477092501889;3.6580091572947;4.07153347857154;3.94027080524868;4.56094824156615;4.67945763444856
COMT;catechol-O-methyltransferase;7.31890228514361;7.31939907772177;7.3864632519087;7.46108041393574;7.48224474122778;7.40516593167365;7.47689385661568;7.11794967797941;7.11992903477984;6.59365764878233;6.44175588215771;7.91786772767743;7.86267326391122
ADA2;adenosine deaminase 2;3.68664928889655;3.96128059696533;3.82963007394331;3.86744162928819;3.79427412048222;3.82963007394331;4.21032905894911;3.92448801724664;3.7673146522346;3.82822143906915;3.65132275570836;3.50840891368061;3.86605426836007
VNN3P;vanin 3, pseudogene;3.07774239985669;3.30643185398204;3.51919285248565;3.09172110972235;3.25209226767075;3.1263928744819;3.05071329592217;3.17163711077304;3.09745422608582;3.3504945911987;3.25797680409617;3.13036770276346;3.02208664506598
ECHDC1;ethylmalonyl-CoA decarboxylase 1;8.46541404991162;8.41648464519457;8.31157244765384;7.92450476392784;8.08917525547736;7.99853376463303;8.14980976087795;8.83089979154732;8.7597260798835;8.86025541222302;9.17678951755281;9.04119087152772;8.92781867628674
LRRFIP2;LRR binding FLII interacting protein 2;7.31279800294819;7.48135882169017;7.23804495654725;7.68933198958013;7.69957030080376;7.74041011931326;7.7161697095653;7.80492350780896;7.6513670832474;7.86600850621065;7.47982589456829;7.89221445464203;7.82874814652869
SEC22C;SEC22 homolog C, vesicle trafficking protein;7.6594299381536;7.53177098684297;7.89509198272908;7.91258830556508;7.89720089392207;7.58676671474071;7.95753050201452;7.37317797106868;7.38355882534502;7.17779407719906;8.35660289199945;8.52662645509002;8.45146184139072
XYLB;xylulokinase;5.59362342220551;5.77933445650614;5.72252292549147;5.64814576927538;5.50551182464166;5.48479615055603;5.66217419777837;5.23648595232307;5.4461958077108;5.48191753164319;5.60913353105484;5.5735290077651;5.62477371719521
HDAC6;histone deacetylase 6;5.34440417937565;5.32225209110048;5.32225209110048;5.32225209110048;5.32225209110048;5.28644859243361;5.32225209110048;5.50140723044831;5.30822129018519;5.61841190703239;4.68403635622464;5.2335485983108;5.46347632366533
OR1I1;olfactory receptor family 1 subfamily I member 1;4.79651545515723;4.98635206945181;4.99562916991877;4.92719112690699;4.88329686309286;4.99627849500789;4.80682306366992;4.84554215796899;4.78111313546187;4.67770504368112;5.09476382491122;4.61854180817559;4.54001191942128
GABRP;gamma-aminobutyric acid type A receptor subunit pi;4.10828196839221;4.0141662952682;4.11478134699;4.3214463116899;4.07125420450212;4.11175205947739;4.11478134699;4.11478134699;4.12740610578519;4.00494718945884;4.8941049360888;4.18403782844359;4.09337491291409
CDC6;cell division cycle 6;4.27391488860272;4.38564368706053;4.5214372087716;4.38807812356275;4.38698734910548;4.27463991314181;4.66288296856529;6.92162323672124;6.75298159400655;6.6294762782095;6.38820595943012;6.2550996959299;7.08893070463564
UPRT;uracil phosphoribosyltransferase homolog;6.33355811893285;6.19315569244221;6.13712546361676;5.88340130260339;6.20082753985686;5.75737985587533;6.36091124845752;6.5256489058606;6.27881385455412;6.59864750777222;5.82815518216182;6.51943973250762;6.57457022033233
CDC23;cell division cycle 23;6.69412487182908;6.59927609168192;6.44204240061225;6.73304125208232;6.63541863337234;6.80714824600218;7.09459508376412;6.75156236423317;6.73045712109375;6.74903140331736;6.61068687233395;7.247664951049;7.45625374183471
AAAS;aladin WD repeat nucleoporin;7.91699143769549;7.68620133460565;7.78500998151691;7.92727348356701;7.97708844048346;7.81325720204377;7.89937589898797;7.6236778671126;7.50462749558638;7.07062350926621;7.11298449478898;8.28803154658031;8.21541580188259
CBX5;chromobox 5;8.95834172812397;8.8624626320698;8.69024561582415;8.66713729190723;8.54493710396487;8.56201898263018;8.77631610666236;8.78933682112127;8.78850133535867;8.94260218147953;8.23546861339311;9.35319171646951;9.55815088941074
FMO2;flavin containing dimethylaniline monoxygenase 2;3.44378809740529;3.33067535195464;3.48729567769845;3.53164299709074;3.28576085917559;3.24175580480299;3.26044626024433;3.2072375881152;3.27195557675736;3.15705140687637;3.44381471056401;3.19379467526749;3.01346919655349
SUCO;SUN domain containing ossification factor;7.02067474392546;7.14368121427636;6.8435280956365;7.01746493850146;7.13118144275941;7.05762199365786;7.25199730346619;9.11374448391817;9.03950768295955;9.006226983813;7.19320993833835;7.18513936629026;6.9607102792942
MSH2;mutS homolog 2;6.43450629788547;6.80808035027448;6.11490339299886;6.43441342070308;6.40107626717949;6.4969697312399;6.69407798864582;6.40687904015607;6.39527652886953;6.42616747669866;6.03985364833753;6.00328522066288;6.28806922086016
MAP3K1;mitogen-activated protein kinase kinase kinase 1;6.17660436710049;6.21047484710898;6.08922916550123;6.19413200560242;6.19040224616164;6.36560062740568;6.43595236446726;6.1755257755512;6.10571754969777;6.45161873635713;5.06491046051953;6.19040224616164;5.58741582537564
HOOK2;hook microtubule tethering protein 2;5.16048928491127;5.47050788652294;5.24119895006016;5.51661138764442;5.6608163368612;5.21760697252741;5.47195314408578;5.0550247977846;5.15190972724568;4.81287307750163;5.39081111075826;5.39476452780085;5.67574590277735
NXPE1;neurexophilin and PC-esterase domain family member 1;3.13282762048091;3.53459248646175;3.15133968267917;3.28337582862681;3.36870433905364;3.56252409554972;3.24848819604616;3.45290355931868;3.08876674545876;3.38925252103051;3.35127849092974;3.14790507919714;3.35070564379342
ARCN1;archain 1;9.41761371277843;9.30192118161035;9.19701591250542;9.26892967863882;9.2023896624087;9.20640648904507;9.51783152342166;9.89424537122838;9.91431337322035;10.0545007804818;9.30548512883812;9.43304758066819;9.48315570049594
EPB41L4B;erythrocyte membrane protein band 4.1 like 4B;4.68595122334431;4.90183232521017;4.8962550399443;4.59751693507348;4.99924892226368;5.1148454714884;4.43668804916828;6.71402602207807;6.68192809732572;6.69866796034482;5.50554992457147;4.67377371206872;4.32552287896717
TMEM38B;transmembrane protein 38B;6.65860657062413;6.83588142281362;6.49921574417602;6.62558952891321;6.76106659037524;7.40879920381346;6.67228212843552;8.95385398813362;8.97288230879259;8.88752701130066;6.99011225944641;7.16975780638844;6.72261089497387
PSMD5;proteasome 26S subunit, non-ATPase 5;6.73523090984978;6.6589911692955;6.73164634263057;6.73164634263057;6.65025701014155;6.67054700582011;6.9020415228882;6.56411519633289;6.42495707937122;6.43024028599816;7.14065760953439;6.8550780755849;6.95738317735566
PTGS1;prostaglandin-endoperoxide synthase 1;5.8384956399069;6.05227597348798;6.05187083998618;6.0197371628312;6.43275298682514;6.52083039394986;6.13911927152339;5.79147670758138;5.71547342358094;5.27462183292009;5.00621974805729;5.37663203118716;5.60730410924559
NUP188;nucleoporin 188;7.17699344899651;6.75405546315412;7.18715528435267;7.30362579405694;7.07944734619736;6.98762573674686;7.25321920625352;7.90239709640134;7.8358915516315;7.75516900902927;6.05632211547185;7.37380568316488;7.75900132691952
NA;NA;8.6529136924137;8.79579772688874;8.59482100635079;8.959626309553;8.78008466791318;8.68662880401826;8.55497950477858;8.02145528677426;8.25448566596109;8.30844162186892;8.87104169637145;8.4064489476077;8.23429982188593
CRAT;carnitine O-acetyltransferase;7.12511511337481;7.09594563787544;7.06276279597781;7.14701467723074;7.2487028932786;7.17597188213939;7.2983278446933;7.08321847972405;6.99903739452064;6.53547422355144;5.87474144270879;7.28924124849062;7.20532243628577
SH2D3C;SH2 domain containing 3C;4.45193560965391;4.49475714867366;4.59163045778253;4.62378559433242;4.59090871561669;4.56755451776497;4.29185376471683;4.6196697443544;4.86767102630366;4.63340653372482;5.15021107973128;4.75549888208767;4.62378559433242
NANS;N-acetylneuraminate synthase;7.68442500651167;7.90342398965421;7.8067572427094;7.60583513922323;7.63718689191786;7.56589805031956;7.97912720662256;9.6409573026473;9.59574937083725;9.51263272183197;7.98943873109694;8.44474233125264;9.02055211922289
TBC1D2;TBC1 domain family member 2;7.52592838302261;7.37533018702747;7.68551786848727;7.81502698511336;7.98910592226492;8.032603284211;7.99274539242204;7.0694874184533;6.91492460637579;6.89390615412404;7.41848664233987;9.00934747059173;8.98360629492076
WHRN;whirlin;4.56406442954556;4.50846478902419;4.85077414774245;4.85137637569319;5.07565372686655;4.85137637569319;4.80260875787291;4.79313183571241;4.94575132188171;5.17279935575746;4.80260875787291;4.93136510958806;4.80260875787291
PDE6C;phosphodiesterase 6C;3.10624549242872;3.10491828728801;3.30439383582726;3.10528046233;3.30439383582726;3.59030161093317;2.96793292485413;3.35355349875334;3.20533221090306;3.20991951637383;3.21827141353687;3.42493589980387;3.15111095797183
CWF19L1;CWF19 like cell cycle control factor 1;5.49110131027834;5.59653449071531;5.81045245825408;5.68588952926181;5.81045245825408;5.81984984773645;5.81045245825408;5.81045245825408;5.94510168053596;5.81045245825408;5.64637259337243;5.9994011319759;6.01435331250835
SEMA4G;semaphorin 4G;4.85389831771417;4.47555354298039;4.85389831771417;5.3638196412647;5.21817855066177;5.09721339463013;5.01054656419041;4.85389831771417;4.77019036966543;4.56918947369855;4.75096213506999;4.68229946654462;4.41751296483065
BTAF1;B-TFIID TATA-box binding protein associated factor 1;7.78779751678886;7.95703836924065;7.70733786021165;7.8957582948944;8.13709546619747;8.13719827367704;7.93380383679919;9.03192794685298;8.97255083056875;8.99041700836426;6.34612787792986;6.97264708630864;7.1748080203984
IKZF5;IKAROS family zinc finger 5;7.29154252199647;7.29982698265743;7.21742667595396;7.22184944354816;7.2991210413741;7.66321299097819;7.31387367588948;7.63325812709849;7.54964898900067;7.91424408943406;7.29738089524081;6.79222493211175;7.07921790633861
BLNK;B cell linker;3.68485352977995;3.69577756513069;3.81440513434073;3.64552109940499;3.65410611533303;3.71089782580872;3.7179164706426;3.74100363526547;3.71089782580872;3.75872524400952;3.81561595126736;3.82966031448946;3.56659621028224
BLNK;B cell linker;3.44350550767937;3.18491303481784;3.43803994406322;3.27490863310977;3.267175209581;3.31585995178556;3.1288804766046;3.27490863310977;3.37007093629033;3.296807180006;3.39786650233517;3.00024618327779;3.06422545811841
BLNK;B cell linker;3.7081244982576;3.68662248127844;3.80525005048848;3.65467618325723;3.65814281193657;3.7101856824553;3.70174274195647;3.70174274195647;3.70174274195647;3.70672923953498;3.81888388782037;3.81609206620054;3.51044724690473
TLL2;tolloid like 2;3.4843212847395;3.36558714742459;3.59254509390228;3.36558714742459;3.1702572895936;3.607950772939;3.02362174426097;3.3776277966546;3.30243346444255;3.44009259559841;3.59254509390228;3.75227497176483;3.4843212847395
CYP26A1;cytochrome P450 family 26 subfamily A member 1;3.83724285077081;3.89001725255584;3.8391356685712;3.9664157900982;4.16237055062252;3.95694935970648;3.8908874624207;3.88423380777434;4.02713083063138;4.1258699204815;3.81163094589291;3.84203069635219;3.56891894434035
TDRD1;tudor domain containing 1;2.89773162449288;2.90075926337305;2.94740940445165;3.04313086814677;2.98461766601983;2.8668874894963;2.94834363756055;2.88162859283649;2.97400460289155;2.93600998503892;3.23282783508765;2.94740940445165;2.87066622529348
SORBS1;sorbin and SH3 domain containing 1;3.49498787858958;3.62217402290098;3.48852138828233;3.63091539283442;3.48852138828233;3.52868766193102;3.36550957674277;3.38651541065279;3.45260611712821;3.42302648774169;3.86034033520114;3.4249434491412;3.22317887851806
CRTAC1;cartilage acidic protein 1;3.32140649893168;3.36799398836056;3.45278004936944;3.34276010225601;3.41652956364366;3.55742923789458;3.27162178062155;3.41652956364366;3.41652956364366;3.38436454579902;3.69337284762811;3.41789451849534;3.26978139695309
BAMBI;BMP and activin membrane bound inhibitor;7.06731618407606;7.03109797056393;7.32444197251702;7.6626565469548;7.62979979942494;7.68331465786209;7.3087280032382;5.83366730712516;5.49875939925265;5.68316135140646;8.73038257669956;8.2688536456349;8.32339460243568
IL11;interleukin 11;5.48565798079341;5.86938088898421;5.96725707820544;5.88588677681272;5.8061663928909;6.10845095364169;5.9071583069827;6.5797165499327;6.55285070888949;6.15475708497176;6.01259727120963;5.96725707820544;5.6008034895177
MYO3A;myosin IIIA;2.88260357357303;2.8591351371989;2.87302295538524;2.88260357357303;2.85374746334848;2.8162610685429;2.69531252735709;2.88260357357303;2.89011402626868;3.03550642779655;3.42231211580165;2.88260357357303;2.89218419176082
WAC;WW domain containing adaptor with coiled-coil;8.99216958712486;9.0504157890703;8.71028448397621;8.9829245063116;9.08397401883445;9.23135329552039;9.02871345897303;9.42908870995836;9.51178979031731;9.35835448741135;8.72181581895927;8.45400391834841;8.49722239743597
CREM;cAMP responsive element modulator;4.16371948370796;4.15924446428426;4.14402908133678;4.03768261765826;4.05463642952338;3.95287666396406;4.05558155876789;5.17295922908706;5.00381980695528;5.04563583612172;4.94637943136834;4.38192513420325;4.29518375506325
NUBP2;NUBP iron-sulfur cluster assembly factor 2, cytosolic;5.89544505587087;5.76510648204229;6.0185415857468;5.89544505587087;5.93736886810716;5.92904773837724;5.90424744509494;5.84705950770112;5.97620068387806;6.0729651145811;5.8284604090314;6.00308229120366;5.92904773837724
TPSD1;tryptase delta 1;5.04463918452451;4.87350977585269;5.44940267488595;5.4322482268141;5.13412989077299;5.17899869855649;5.02967674272525;5.20510006620502;5.15192218654539;5.27026768398907;5.49216947238655;5.00107280730771;5.54194671536174
SMIM24;small integral membrane protein 24;4.7914875590242;5.19283143921693;5.25295461265529;5.2313520271326;4.9727935371592;5.08184628488982;4.88171037205129;5.08922793348525;5.02048233211262;5.32962384699827;5.36088748705525;5.71346886572737;5.21424774643632
HIVEP1;HIVEP zinc finger 1;8.88658551281561;8.68423553009432;8.58858777852423;8.88658551281561;8.77368386683444;9.21679306014767;8.99222627283469;9.58249528455289;9.64852811269274;9.50302859175325;7.66701820357115;7.68876361102694;7.90029039298598
TREM2;triggering receptor expressed on myeloid cells 2;3.71832231262559;3.59905770012585;3.91261225277837;3.88892796315596;3.59858374997148;3.7974488993236;3.87141882277045;3.78294435682061;3.79460013037312;3.7875645306397;4.32471859695274;3.79460013037312;3.85246357279918
KCNK16;potassium two pore domain channel subfamily K member 16;5.03195342957943;5.06351811707344;5.27289856186791;5.05215282730156;4.9640786536782;4.90393676323977;4.89240238080707;4.80350209390471;5.11621252299171;4.73190751796108;5.35032498707175;5.09946678363282;4.98474597580475
CRISP3;cysteine rich secretory protein 3;3.52994748805351;2.97713432272836;3.28951308072252;3.14468265421028;3.37856684880977;3.1126189070841;2.99315980477223;3.32639300376886;3.43545345017599;3.16817981799425;3.4373818554742;3.09648840464263;3.18937394055599
FKBP5;FKBP prolyl isomerase 5;4.56915925994683;4.52559288273003;4.64980157650249;4.56915925994683;4.56915925994683;4.56915925994683;4.79833508150778;4.24818998896167;4.39451070407504;4.45756786322183;4.56915925994683;4.56915925994683;5.38273343990943
SRPK1;SRSF protein kinase 1;6.40662035546072;6.7372001400711;6.69219739462826;6.3875895326221;6.04241846747982;6.15906825127792;6.66401238053891;7.19560925239911;7.17409822159532;7.28227319048544;6.96205068292751;6.89470050843449;7.16877922187929
BRPF3;bromodomain and PHD finger containing 3;6.85883669536302;6.59083055912514;6.72076809972047;6.19594615742963;6.363734732528;6.61954698751438;6.47341082494231;7.20356500632194;7.2384856396095;7.01724268661545;5.31112013429453;6.35091516757455;6.40322355331218
MRPS18A;mitochondrial ribosomal protein S18A;8.15546294857909;7.83153243713358;7.52940145212737;7.64740992342309;7.8509991400512;7.45231518313032;7.91690070275067;8.21271903132683;8.23983506066948;8.15671407214787;7.41688265660525;8.60241840354521;8.60998694940539
PGC;progastricsin;4.00262166138224;4.20380305620775;4.40966260183004;4.45764214942759;3.9974965236288;4.44601393357871;3.95921910594672;3.9995707924255;4.18571423710898;3.81591403685789;3.6670861524629;3.67933323658234;3.8083080765608
TMEM14A;transmembrane protein 14A;9.24003117139282;9.28554285779468;9.48344375401595;9.28554285779468;9.28554285779468;9.08753916084563;9.48042581377283;7.09609829727792;7.22866506766693;6.91623193322819;10.4764478487151;10.0263823321752;9.82500452899363
EFHC1;EF-hand domain containing 1;6.5875833862377;6.81212827529305;6.43009334357579;6.62624542926863;6.94182922383268;6.7327029526929;6.8141554747491;6.06869822161557;5.89652883979961;5.9849088004289;6.55908391927406;5.9284442525899;6.00022349706832
NCR2;natural cytotoxicity triggering receptor 2;5.36084109901426;5.66254877539946;5.50070904391755;5.56897305212668;5.5060788202649;5.40386853969878;5.34642004213298;5.30943373781352;5.30771394453577;5.32070850004378;5.64586854836418;5.32436244893055;5.17771186891337
HSP90AB1;heat shock protein 90 alpha family class B member 1;12.2622732535473;12.2649978671687;11.7991265969665;12.2397668330813;11.976376499309;12.0871144772922;12.3241569631338;11.8588458093898;11.9121217068916;11.9616510833902;11.7585095493168;11.9253511425132;11.9870543482754
HSP90AB1;heat shock protein 90 alpha family class B member 1;12.3294623177158;12.2892387174403;12.0749858762517;12.2928293775185;12.3035662615027;12.3142742185939;12.408545652126;11.897812499934;11.894981877364;12.0372277475074;10.5448872739156;12.1138106546639;12.0384747068997
HSP90AB1;heat shock protein 90 alpha family class B member 1;11.4151734380037;11.4307214763992;11.3959567177472;11.6215005001464;11.5565157835255;11.5396452017977;11.3750810842359;10.9151194334959;11.0316450834588;11.1459167887591;10.418470918142;11.3929263071447;11.3726653941285
HSP90AB1;heat shock protein 90 alpha family class B member 1;10.3812983794908;10.4587268021526;9.98187441712989;10.2859584732754;10.0288157551964;10.1368159167481;10.3276887577276;9.80090082814843;10.0517214281506;10.0481095100715;9.48197512824902;9.96914415144198;10.0431170505494
HSP90AB1;heat shock protein 90 alpha family class B member 1;11.3846889309433;11.3276952771191;11.0648484036376;11.3595021134156;11.0989076125883;11.3237937901907;11.2602719914539;10.8382249823233;10.7355212866315;11.00142727272;11.6184323587856;11.1086817548186;11.0259257547668
HSP90AB1;heat shock protein 90 alpha family class B member 1;12.0688936565012;12.0120444899559;11.9558499982049;12.1719409058832;12.1710622911867;12.0598645236195;12.0308573673198;11.676041084829;11.7672502243135;11.6184950104022;11.4045413630884;11.9329565313164;11.92539900255
HSP90AB1;heat shock protein 90 alpha family class B member 1;10.9144937756091;10.7689812036423;10.7472341769612;11.0070843776079;10.9963540093405;11.0025631681268;10.9971576673749;10.4617839964596;10.538166772431;10.1736261926761;9.11579504989388;10.7293670737439;10.7351980074338
HSP90AB1;heat shock protein 90 alpha family class B member 1;12.0292055242849;12.0795690211732;12.033881828484;12.1391170901445;12.1523613947827;12.0928852489672;12.1245178649673;11.6323576204525;11.5557308692193;11.1936298504265;12.2169341684401;12.2818997584597;12.22127527889
HSP90AB1;heat shock protein 90 alpha family class B member 1;10.3234493629736;10.1294356812491;10.3125367252909;10.4923851609817;10.5803428233671;10.3742393918989;10.3301098508932;9.86052585207839;9.80374758299047;9.35997603689173;8.16917216123186;10.2127945447433;10.3320824153113
HSP90AB1;heat shock protein 90 alpha family class B member 1;11.0559654234877;11.0458391678967;10.6775237937789;11.1572412823304;10.992665432184;11.1744157699397;11.2116811402734;10.3755080282314;10.6463965744274;10.0332260955402;8.95797014609902;10.2597180890395;10.4098605033821
HSP90AB1;heat shock protein 90 alpha family class B member 1;11.5851066534311;11.4123936768339;11.0234226013634;11.4792951000131;11.5416286827353;11.4725955862982;11.5766913194596;11.0110957674443;10.8862869915244;10.6622152364321;9.03909797921924;10.88638993734;11.227306830364
NA;NA;11.9252391130078;11.9507806721244;11.6657487037392;11.8337165145959;11.8063180034918;11.8701607455332;11.959615978177;11.4720804156309;11.4564285690027;11.3533090285367;10.6580748251947;11.4564309360844;11.4194870902316
NA;NA;11.9239037156979;11.6567909405365;11.5987639177729;11.891072689499;11.7755844450506;11.8417060785965;11.7724637547283;11.2847566314901;11.3529796182733;11.1313139197181;12.1029736252167;11.7178140604583;11.6611744728095
NA;NA;11.2631290746356;11.2312962584281;11.0293736147885;11.3289987972766;11.2155908458181;11.1943952843694;11.1966123522611;10.9717782559691;11.0409747014862;10.6735995140832;10.523746026727;10.7068505564368;10.77501111054
NA;NA;11.7083370219239;11.7114003468448;11.7229961646501;11.9353844124107;11.7869117201018;11.8513464620156;11.8635552565244;11.3800399885688;11.2915291133356;11.0769487476974;10.2966746790456;11.2354346805424;11.3136075324329
NA;NA;11.4779693799767;11.037180108614;11.0156971942163;11.5098896479949;11.547504221021;11.4152453473952;11.5032510442444;11.0070832392959;10.9045444111528;11.0181488328974;10.7555631722055;11.2244985123212;11.3348672651919
NA;NA;11.2053525829955;11.1495548155659;11.0839532490763;11.1324728408935;11.0709465234679;11.3380800249237;11.3183259665237;10.4906490608784;10.4269312289934;10.3594396535795;11.5369598768796;11.2686341886087;11.2184684641179
NA;NA;12.6506307539832;12.7638880001544;12.4634982865669;12.6263776578319;12.5703992694806;12.6743959866582;12.5931000192764;12.4199780299268;12.4629362331459;12.6232249136729;12.8395640356139;12.4027618297863;12.5287319165403
NA;NA;10.7584393937151;10.7551151609468;10.5102958920481;10.8669638686255;11.069895798486;10.84555860906;10.7111576280694;10.1147144485502;10.0751619507775;9.86497796497835;11.1023068474173;10.4457281921461;10.544762121833
NA;NA;11.1524919063141;11.3079852582498;10.7970069174673;11.3335768713375;11.1486613807758;11.3900608250309;11.2727664916537;10.6421405171075;10.6397651505351;10.4647687863341;9.73973612805054;10.8074391788656;10.7548681507998
MLN;motilin;5.08326425934092;5.15909309815222;5.09317782150769;5.09317782150769;5.07384656074297;5.09317782150769;5.16222255603773;5.09317782150769;5.10949040441911;4.99094359324375;5.43270765476654;5.09317782150769;5.09317782150769
CDC5L;cell division cycle 5 like;8.96041346754274;8.94817573639444;8.72977573933506;8.96041346754274;8.80640510518823;8.98108165316859;9.05043266191587;9.23694891285867;9.08142831480474;9.20484467067241;8.53249734336672;8.39686518192753;8.67191235818175
ITPR3;inositol 1,4,5-trisphosphate receptor type 3;7.28283911984743;7.1336879406937;7.20821603867735;7.32521816593395;7.46330736195751;7.2923829758559;7.26056321919478;6.31410367321052;6.23742881336023;6.37337324410359;6.59828109353187;7.95356656078908;8.00841074913865
ZNF184;zinc finger protein 184;6.31479711059484;6.17721160818142;5.89984950509838;5.85337066147608;5.70205965906496;5.72635891115703;6.22273834461572;6.35436658962455;6.38038466937549;6.61121587018163;5.32571920677105;5.54541508678656;5.93519006074353
DSP;desmoplakin;10.0825515424521;10.201632996477;10.0576457778581;10.295369873914;10.4551575629391;10.5429668118571;10.4693627861149;9.88535946678633;9.82929562294495;9.67877900395394;8.7860230894055;9.52467451845989;9.71089636964138
SIRT1;sirtuin 1;7.46220235847115;7.54850167617445;7.56395209026799;7.67226190368521;7.77018083360354;8.02990112092508;7.51793103461188;7.56395209026799;7.5793351326141;7.56395209026799;7.38623500318288;6.99088651383378;7.12625947283179
HNRNPH3;heterogeneous nuclear ribonucleoprotein H3;9.36402584690462;9.47230962329216;9.19336691455131;9.14994615290652;9.33602006511863;9.26136498895874;9.22247741457658;9.18811610013352;9.22247741457658;9.3139208219584;8.60709620188877;9.03902159617066;9.02061216970143
IFT74;intraflagellar transport 74;6.77121961535951;6.80809034229883;6.30629876760205;6.30354618248944;6.26728037323766;6.26257856705123;6.71077086902226;6.18801469082362;6.20921745733763;6.41140527963733;7.18586093320042;6.48468862799519;6.63925234603964
JAK2;Janus kinase 2;5.51499420969085;5.69337643514909;5.00181398701586;5.27485895600949;4.95146724870738;5.22649929218626;5.54857870862174;5.18274625848783;5.27485895600949;5.27485895600949;5.28387878211347;5.95724080114369;5.60595853396445
IL12RB1;interleukin 12 receptor subunit beta 1;3.80544608981065;3.80518337635589;3.94292109075877;3.84256825200334;3.74650245361522;3.85795199372143;3.52666162904493;3.76735823875015;3.8240335075881;3.65935429366284;4.30874567903076;3.99735276653368;3.6930355387183
ABL1;ABL proto-oncogene 1, non-receptor tyrosine kinase;7.99426940642529;7.78320427597438;7.60440027002396;7.71369969024491;7.66829483550372;7.79082215981395;7.49677131229874;9.16320289512197;9.06897632054095;8.82241211539039;6.22801900296097;7.33619916070489;7.43724581285033
ACOT7;acyl-CoA thioesterase 7;6.30875258028816;6.32544051472853;6.5341444093456;6.5255691715373;6.36626341487604;6.25460048676918;6.41669171263692;6.31169332791112;6.42827249275126;6.09179936779143;6.6165546620774;6.97336423269977;6.79338355961965
SH3GLB1;SH3 domain containing GRB2 like, endophilin B1;10.4135760638113;10.3459159369532;10.1926975238564;10.4365436087866;10.4677954329297;10.4788103364647;10.5196744786593;10.6950715755787;10.7801479730489;10.8156456915489;10.2280466479333;10.4984251868947;10.488848926917
CDC7;cell division cycle 7;3.67824555998542;3.98670170331428;3.66745674672679;3.61012970338159;3.80360210838092;3.29175494951567;3.70463771706621;3.49231117851268;3.45114625682318;3.43048616525043;4.94607502166385;3.96609490514355;4.10398576615294
SYDE2;synapse defective Rho GTPase homolog 2;5.17790204250113;5.03044074273449;5.03162147607949;5.07750392641743;5.9126735236951;5.77052757672516;5.89275205941666;4.82503270140745;4.69616515567555;4.80366065813065;4.62485247339128;4.7028089244892;5.30584718690679
PCSK5;proprotein convertase subtilisin/kexin type 5;4.42097714007449;4.20225015421414;4.26651909537101;4.26139796607644;4.43801039150555;4.56727229058324;4.42097714007449;4.72949757423123;4.90992781045268;4.74407902325277;4.39250465422442;4.08644164612087;4.42097714007449
SCD;stearoyl-CoA desaturase;8.93159284554386;8.39887828321138;8.97889206830294;8.55917611881913;8.29378877567409;8.68984658564059;8.8658039455781;10.2624374696403;10.275936435526;10.0103805035838;9.48925201337812;10.0277378889672;8.99284445253236
TMED1;transmembrane p24 trafficking protein 1;6.0521525479684;6.01021230911539;6.3344724552146;6.36383690093054;6.05363866693486;6.16077916784733;6.217613557429;6.22341427871243;6.22341427871243;6.06465844682729;5.95258244512415;6.5427525364513;6.51995945709287
ABLIM1;actin binding LIM protein 1;6.20300377165758;6.14415878280074;6.18776249542365;6.58389135037023;7.16539291641798;6.99395202245995;6.92786341156991;6.12209826783426;5.9403728132868;5.88133636068091;5.45411475202787;5.95013617602352;6.1613353397409
ERMP1;endoplasmic reticulum metallopeptidase 1;6.58056161359827;6.30075960416832;5.75948389946992;5.82118576601174;5.75948389946992;5.98943249541831;6.26616426647728;4.90827586609379;5.369078606947;5.00480927427826;5.16036970382432;5.55032541553115;5.65544638848402
RAB18;RAB18, member RAS oncogene family;9.2129841970509;9.39568262942816;8.95928660778176;9.19707748058962;9.36325715560664;9.2064529728865;9.44832886896861;9.76674521059347;9.6588486534616;9.93366998195083;10.1313238675129;9.55830249769629;9.42860899141583
NRP1;neuropilin 1;8.12294459512486;7.87310040135206;7.74845893154249;7.53544667466546;7.25334208199293;7.36513402836781;7.44961561431937;6.81344389248935;6.7305151316189;6.79208969018327;8.08249065683886;8.36053663124841;8.04541526839011
NA;NA;5.24270153240697;5.590285328333;5.36381958542727;5.59161373539191;4.96636103125807;5.5339109656056;4.86548109347114;7.07030674040203;6.73621382530265;7.3643349795588;5.76194980735948;5.40118948662151;4.85589693193331
NA;NA;6.00376959106882;5.96593363601925;5.99808192539237;5.43762535396205;5.95069090294876;5.95904878134408;5.26448535382512;7.58848033251606;7.46119030700454;7.55769218828535;6.94216083883751;6.65298874291476;5.83683800585527
